,0,1
0,1e-100,1.0
1,0.05,0.9997563912795564
2,0.1,0.9929445471295928
3,0.15000000000000002,0.9756998585816172
4,0.2,0.95196525488338
5,0.25,0.9241321387240737
6,0.3,0.8935299721538962
7,0.35000000000000003,0.8611674566930982
8,0.4,0.8278725664668489
9,0.45,0.794311970957231
10,0.5,0.7610031911921601
11,0.55,0.7283328382204447
12,0.6000000000000001,0.6965780958902671
13,0.6500000000000001,0.6659280165964653
14,0.7000000000000001,0.6365026709958486
15,0.7500000000000001,0.6083693848603796
16,0.8,0.5815559927967993
17,0.8500000000000001,0.5560613781781543
18,0.9000000000000001,0.5318636969867383
19,0.9500000000000001,0.5089267000205235
20,1.0,0.487204532550395
21,1.05,0.46664533576044614
22,1.1,0.4471939168163387
23,1.1500000000000001,0.42879370178476267
24,1.2000000000000002,0.4113881406386126
25,1.2500000000000002,0.39492169659319115
26,1.3,0.379340522322624
27,1.35,0.3645929021200384
28,1.4000000000000001,0.3506295206689837
29,1.4500000000000002,0.33740360477432313
30,1.5000000000000002,0.3248709733026754
31,1.55,0.31299002200820325
32,1.6,0.30172166331339284
33,1.6500000000000001,0.2910292360384999
34,1.7000000000000002,0.28087839618504046
35,1.7500000000000002,0.27123699691081476
36,1.8,0.26207496357844984
37,1.85,0.2533641680542149
38,1.9000000000000001,0.2450783051529274
39,1.9500000000000002,0.237192773169752
40,2.0,0.2296845597345015
41,2.05,0.22253213370912056
42,2.1,0.21571534347857876
43,2.15,0.20921532172371463
44,2.1999999999999997,0.20301439658433915
45,2.25,0.19709600900101779
46,2.3,0.1914446359483739
47,2.35,0.18604571922924307
48,2.4,0.18088559947837507
49,2.45,0.1759514550196814
50,2.5,0.17123124522716687
51,2.55,0.16671365805288102
52,2.6,0.16238806140273418
53,2.65,0.15824445806089243
54,2.7,0.15427344388432568
55,2.75,0.15046616900999166
56,2.8,0.1468143018374535
57,2.85,0.14330999556910143
58,2.9,0.13994585710830096
59,2.95,0.1367149181326634
60,3.0,0.13361060817516254
61,3.05,0.13062672956004795
62,3.1,0.1277574340534781
63,3.15,0.1249972011006013
64,3.2,0.12234081753153554
65,3.25,0.11978335862841466
66,3.3,0.11732017045449429
67,3.35,0.11494685335431999
68,3.4,0.1126592465412156
69,3.45,0.11045341369496156
70,3.5,0.10832562949854475
71,3.55,0.10627236704832504
72,3.6,0.10429028607697237
73,3.65,0.10237622193308242
74,3.7,0.10052717526556648
75,3.75,0.09874030236472624
76,3.8,0.09701290611545528
77,3.85,0.09534242752122575
78,3.9,0.09372643776049555
79,3.95,0.09216263073991277
80,4.0,0.09064881611121715
81,4.05,0.08918291272107044
82,4.1,0.08776294246520985
83,4.15,0.0863870245203038
84,4.2,0.08505336992874539
85,4.25,0.08376027651332317
86,4.3,0.08250612410029769
87,4.35,0.08128937003088155
88,4.4,0.08010854494248908
89,4.45,0.0789622488023846
90,4.5,0.07784914717753924
91,4.55,0.07676796772559775
92,4.6,0.0757174968928764
93,4.65,0.07469657680625412
94,4.7,0.07370410234670222
95,4.75,0.07273901839301472
96,4.8,0.0718003172250593
97,4.8500000000000005,0.070887036076584
98,4.9,0.06999825482826538
99,4.95,0.0691330938323071
100,5.0,0.06829071186045918
101,5.05,0.06747030416787211
102,5.1000000000000005,0.06667110066568574
103,5.15,0.06589236419572096
104,5.2,0.0651333889010721
105,5.25,0.06439349868679699
106,5.3,0.0636720457652794
107,5.3500000000000005,0.06296840928118413
108,5.4,0.062281994011252194
109,5.45,0.06161222913448767
110,5.5,0.06095856706856868
111,5.55,0.06032048236858169
112,5.6000000000000005,0.05969747068442231
113,5.65,0.059089047773439284
114,5.7,0.05849474856510733
115,5.75,0.05791412627472443
116,5.8,0.057346751563304925
117,5.8500000000000005,0.05679221174102613
118,5.9,0.056250110011740316
119,5.95,0.05572006475622362
120,6.0,0.05520170885197253
121,6.05,0.05469468902749233
122,6.1000000000000005,0.05419866524914937
123,6.15,0.05371331013877292
124,6.2,0.05323830842030184
125,6.25,0.052773356393877924
126,6.3,0.05231816143587622
127,6.3500000000000005,0.05187244152345881
128,6.4,0.051435924782318634
129,6.45,0.05100834905636099
130,6.5,0.05058946149814064
131,6.55,0.05017901817894639
132,6.6000000000000005,0.04977678371748495
133,6.65,0.04938253092617909
134,6.7,0.04899604047415179
135,6.75,0.0486171005660216
136,6.8,0.048245506635681584
137,6.8500000000000005,0.04788106105428812
138,6.9,0.047523572851720715
139,6.95,0.047172857450823884
140,7.0,0.04682873641377538
141,7.05,0.046491037199964544
142,7.1000000000000005,0.04615959293479777
143,7.15,0.04583424218888087
144,7.2,0.04551482876705772
145,7.25,0.04520120150681431
146,7.3,0.04489321408558376
147,7.3500000000000005,0.0445907248365111
148,7.4,0.04429359657226547
149,7.45,0.04400169641650283
150,7.5,0.0437148956426112
151,7.55,0.04343306951938183
152,7.6000000000000005,0.0431560971632769
153,7.65,0.04288386139697513
154,7.7,0.042616248613897546
155,7.75,0.0423531486484292
156,7.8,0.042094454651568525
157,7.8500000000000005,0.04184006297175019
158,7.9,0.041589873040597435
159,7.95,0.041343787263378395
160,8.0,0.04110171091394609
161,8.05,0.04086355203395664
162,8.100000000000001,0.04062922133617054
163,8.15,0.04039863211164998
164,8.200000000000001,0.04017170014067653
165,8.250000000000002,0.03994834360722048
166,8.3,0.039728483016803255
167,8.350000000000001,0.039512041117600746
168,8.4,0.039298942824644294
169,8.450000000000001,0.039089115146981414
170,8.500000000000002,0.038882487117666495
171,8.55,0.03867898972645819
172,8.600000000000001,0.03847855585510334
173,8.65,0.03828112021509925
174,8.700000000000001,0.038086619287822344
175,8.750000000000002,0.037894991266925575
176,8.8,0.03770617600290654
177,8.850000000000001,0.03752011494975218
178,8.9,0.037336751113575005
179,8.950000000000001,0.03715602900315498
180,9.000000000000002,0.036977894582307255
181,9.05,0.03680229522400128
182,9.100000000000001,0.03662917966615604
183,9.15,0.03645849796904449
184,9.200000000000001,0.036290201474238885
185,9.250000000000002,0.036124242765036015
186,9.3,0.03596057562830031
187,9.350000000000001,0.035799155017668255
188,9.4,0.0356399370180586
189,9.450000000000001,0.03548287881143674
190,9.500000000000002,0.03532793864378212
191,9.55,0.035175075793211066
192,9.600000000000001,0.035024250539209975
193,9.650000000000002,0.034875424132934076
194,9.700000000000001,0.03472855876853034
195,9.750000000000002,0.03458361755544474
196,9.8,0.03444056449167517
197,9.850000000000001,0.03429936443793348
198,9.900000000000002,0.03415998309268236
199,9.950000000000001,0.034022386968011666
